item_uid,category,recent,k,key_letter,stem,options,prompt
115_2026-AM-45,Knowledge,Y,4,B,A さん(80 歳、男性)は人工肛門造設術を受けて自宅に退院した。ストーマ管理 のため、訪問看護を週に1 回利用している。A さんは電車で隣県に住んでいる孫 に会いに行きたいと希望している。 A さんの外出に向けた目標で最も適切なのはどれか。,食物繊維を避けた食事が摂れる。 | 装具が剝がれた場合に対処できる。 | 起こりやすい皮膚障害が理解できる。 | 装具交換に必要な物品の購入先がわかる。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さん(80 歳、男性)は人工肛門造設術を受けて自宅に退院した。ストーマ管理 のため、訪問看護を週に1 回利用している。A さんは電車で隣県に住んでいる孫 に会いに行きたいと希望している。 A さんの外出に向けた目標で最も適切なのはどれか。
1. 食物繊維を避けた食事が摂れる。
2. 装具が剝がれた場合に対処できる。
3. 起こりやすい皮膚障害が理解できる。
4. 装具交換に必要な物品の購入先がわかる。

答え："
115_2026-AM-47,Knowledge,Y,4,B,職業に伴う作業や環境と健康障害の組合せで正しいのはどれか。,紫外線の曝露 緑内障 glaucoma | 情報機器作業 眼疲労 | 工具や機械の振動 手指の熱感 | 重量物の取り扱い 骨粗鬆症 osteoporosis,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

職業に伴う作業や環境と健康障害の組合せで正しいのはどれか。
1. 紫外線の曝露 緑内障 glaucoma
2. 情報機器作業 眼疲労
3. 工具や機械の振動 手指の熱感
4. 重量物の取り扱い 骨粗鬆症 osteoporosis

答え："
115_2026-AM-49,Knowledge,Y,4,D,慢性疾患がある成人のアドヒアランスを高める要因はどれか。,自覚症状がない。 | 治療費が高額である。 | 療養方法が複雑である。 | 療養方法の利益と害が分かる。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

慢性疾患がある成人のアドヒアランスを高める要因はどれか。
1. 自覚症状がない。
2. 治療費が高額である。
3. 療養方法が複雑である。
4. 療養方法の利益と害が分かる。

答え："
115_2026-AM-51,Knowledge,Y,4,D,細菌性の 肺炎と診断された 慢性閉塞性肺疾患〈COPD〉患者の酸素療法で正しいの pneumonia chronic obstructive pulmonary diseases はどれか。,酸素中毒を避けるために高流量にする。 | 鼻カニューレでの最大投与量は8 L/分である。 | CO2 ナルコーシス予防のために酸素濃度を高くする。 | 経皮的動脈血酸素飽和度〈SpO2〉が投与量の指標となる。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

細菌性の 肺炎と診断された 慢性閉塞性肺疾患〈COPD〉患者の酸素療法で正しいの pneumonia chronic obstructive pulmonary diseases はどれか。
1. 酸素中毒を避けるために高流量にする。
2. 鼻カニューレでの最大投与量は8 L/分である。
3. CO2 ナルコーシス予防のために酸素濃度を高くする。
4. 経皮的動脈血酸素飽和度〈SpO2〉が投与量の指標となる。

答え："
115_2026-AM-53,Knowledge,Y,4,A,電解質異常と症候の組合せで正しいのはどれか。,高カリウム血症 心室細動 ventricular fibrillation | 低カリウム血症 QT 時間の短縮 | 高ナトリウム血症 水中毒 water intoxication | 低ナトリウム血症 口 渇,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

電解質異常と症候の組合せで正しいのはどれか。
1. 高カリウム血症 心室細動 ventricular fibrillation
2. 低カリウム血症 QT 時間の短縮
3. 高ナトリウム血症 水中毒 water intoxication
4. 低ナトリウム血症 口 渇

答え："
115_2026-AM-55,Knowledge,Y,4,C,骨折時の直達牽引の説明で正しいのはどれか。,開放損傷には適さない。 | 介達牽引に比べ牽引力が弱い。 | 骨に鋼線を刺入して牽引する。 | 弾性包帯を巻き直す必要がある。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

骨折時の直達牽引の説明で正しいのはどれか。
1. 開放損傷には適さない。
2. 介達牽引に比べ牽引力が弱い。
3. 骨に鋼線を刺入して牽引する。
4. 弾性包帯を巻き直す必要がある。

答え："
115_2026-AM-56,Knowledge,Y,4,C,高齢の親の介護が必要となった家族の発達課題で正しいのはどれか。,社会性の縮小 | 家族役割の維持 | 家族関係の再構築 | 子離れ・親離れの確立,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

高齢の親の介護が必要となった家族の発達課題で正しいのはどれか。
1. 社会性の縮小
2. 家族役割の維持
3. 家族関係の再構築
4. 子離れ・親離れの確立

答え："
115_2026-AM-57,Knowledge,Y,4,B,介護保険制度の説明で正しいのはどれか。,措置制度である。 | 共助を実現する仕組みである。 | 介護保険料は65 歳から徴収される。 | 地域密着型サービスの指定・監督は都道府県が行う。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

介護保険制度の説明で正しいのはどれか。
1. 措置制度である。
2. 共助を実現する仕組みである。
3. 介護保険料は65 歳から徴収される。
4. 地域密着型サービスの指定・監督は都道府県が行う。

答え："
115_2026-AM-60,Knowledge,Y,4,B,正期産で出生した健康な乳児で正しいのはどれか。,出生36 時間後に初めて胎便が排泄される。 | 学童と比べて胃食道逆流現象が起きやすい。 | 母乳栄養児では生後3 か月以降も生理的な黄疸が遷延する。 | 経腟分娩で出生した児の腸内細菌叢はDöderlein〈デーデルライン〉桿菌が優 勢である。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

正期産で出生した健康な乳児で正しいのはどれか。
1. 出生36 時間後に初めて胎便が排泄される。
2. 学童と比べて胃食道逆流現象が起きやすい。
3. 母乳栄養児では生後3 か月以降も生理的な黄疸が遷延する。
4. 経腟分娩で出生した児の腸内細菌叢はDöderlein〈デーデルライン〉桿菌が優 勢である。

答え："
115_2026-AM-62,Knowledge,Y,4,A,ホルモンとその働きの組合せで正しいのはどれか。,エストロゲン 骨端軟骨板閉鎖 | 成長ホルモン 子宮の増大 | テストステロン 乳房の発育 | プロゲステロン 排 卵,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

ホルモンとその働きの組合せで正しいのはどれか。
1. エストロゲン 骨端軟骨板閉鎖
2. 成長ホルモン 子宮の増大
3. テストステロン 乳房の発育
4. プロゲステロン 排 卵

答え："
115_2026-AM-65,Knowledge,Y,4,A,A さん(25 歳、初産婦)は妊娠経過が順調であり、自然分娩を希望している。妊 娠40 週2 日、陣痛発来し入院した。未破水、陣痛の間欠6 分、発作20 秒で産痛を 訴えている。入院してから4 時間経過しており、現在、子宮口4 cm 開大してい る。 A さんへの援助で適切なのはどれか。,足浴を勧める。 | 安静に過ごすよう促す。 | 飲食は控えるように説明する。 | 陣痛にあわせて努責を開始させる。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さん(25 歳、初産婦)は妊娠経過が順調であり、自然分娩を希望している。妊 娠40 週2 日、陣痛発来し入院した。未破水、陣痛の間欠6 分、発作20 秒で産痛を 訴えている。入院してから4 時間経過しており、現在、子宮口4 cm 開大してい る。 A さんへの援助で適切なのはどれか。
1. 足浴を勧める。
2. 安静に過ごすよう促す。
3. 飲食は控えるように説明する。
4. 陣痛にあわせて努責を開始させる。

答え："
115_2026-AM-68,Knowledge,Y,4,B,A さんは大地震で被災し、負傷者や亡くなった人を多く目撃した。1 か月後、 避難所を巡回していた看護師に、自分だけが生き残って申し訳ないと感じていると 話した。 A さんへの声かけで適切なのはどれか。,「生き残ったA さんは幸せですよ」 | 「そう感じるのは正常な反応ですよ」 | 「嫌なことは早く忘れたほうがいいですよ」 | 「頑張ってこれを乗り越えないといけません」,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さんは大地震で被災し、負傷者や亡くなった人を多く目撃した。1 か月後、 避難所を巡回していた看護師に、自分だけが生き残って申し訳ないと感じていると 話した。 A さんへの声かけで適切なのはどれか。
1. 「生き残ったA さんは幸せですよ」
2. 「そう感じるのは正常な反応ですよ」
3. 「嫌なことは早く忘れたほうがいいですよ」
4. 「頑張ってこれを乗り越えないといけません」

答え："
115_2026-AM-69,Knowledge,Y,4,D,"ヤーロムの集団精神療法の治療的因子のうち、普遍性に関する説明はどれか。 Yalom, I. D.",これまで知らなかった情報や助言を得ることができる。 | 人間の生や死、生きる意味について考えることができる。 | 他の人の回復と成長が、自分の回復と成長への希望となる。 | 自分の抱えている問題は、自分だけが抱えている問題ではないと気付く。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

ヤーロムの集団精神療法の治療的因子のうち、普遍性に関する説明はどれか。 Yalom, I. D.
1. これまで知らなかった情報や助言を得ることができる。
2. 人間の生や死、生きる意味について考えることができる。
3. 他の人の回復と成長が、自分の回復と成長への希望となる。
4. 自分の抱えている問題は、自分だけが抱えている問題ではないと気付く。

答え："
